0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
-4.402511915343329,-5.4707718709354145,-5.893955467816698,-6.233731005755416,-6.532972328897046,-6.865674651890196,-6.843893361854688,-6.659684226149958,-7.00160137042884,-7.2799897603030015,-7.44657434387775,-8.056899081485545,-8.047047207491188,-7.555537969133425,-7.6115498870681,-7.610650071873997,-7.638364702786336,-7.689725196469785,-7.662198415430451,-7.729998968692198,-7.73839905067205,-7.994941361178127,-8.463794525423955,-9.438003514636968,-9.854733233439875
-6.553441451330806,-7.8467363639959595,-8.259723470542506,-8.668947226881633,-9.112149635335609,-9.366540036438762,-9.669693183509128,-9.721969859416326,-10.101873887874511,-10.044061989373013,-10.395621895054735,-10.32556907233581,-10.74074538610818,-10.330457046818589,-10.53505892634812,-10.456437503325951,-10.774156179136916,-10.377226712018714,-10.994392190720589,-10.474909324923205,-10.918299035625854,-10.789001255976006,-11.024035115190888,-10.594952014600205,-10.979168860834811
-4.769007972346409,-5.186496681530468,-5.518891473279325,-6.2079653497723335,-7.054079348872607,-7.0540781134662724,-6.8167897497192405,-6.994503818297931,-7.562007904670537,-7.7396091897660515,-7.470381499279779,-7.852586968644673,-7.989280879788534,-7.998051789535942,-7.871250164332711,-7.903018044863491,-8.260854445303643,-8.296979710479457,-8.427793693897202,-8.222782811067384,-8.428181541942516,-8.867178551493183,-9.275925427609954,-10.3256185277156,-10.499133915646917
-6.04372240425464,-7.134302125517413,-7.524198581850938,-8.005108565772202,-8.437785972913382,-8.72091211184555,-9.025229089037907,-9.298515209820351,-9.511298954706325,-9.711193686564235,-9.841140009381565,-10.002928590577556,-10.040302818845149,-10.123030156822308,-10.170513951946607,-10.293053031108771,-10.259107315599952,-10.366079219057676,-10.358894232716375,-10.30087490086352,-10.400234996701961,-10.48039838981919,-10.632559589052198,-10.703843240077408,-10.761529783333009
-3.226758795413564,-4.377347537333107,-5.186198421816284,-6.091300922665947,-6.485735809681658,-6.480479782924675,-6.891708214591212,-6.8457922660141755,-7.010901232001373,-7.234967942821461,-7.279213048141286,-7.440285389517206,-7.563512732006565,-7.5691946789055,-7.436193150938362,-7.705088254318857,-6.178985669445896,-7.808838543251011,-7.913445057067767,-8.10024611384716,-7.896725980360844,-8.130772381856838,-8.03334439691477,-8.209105522921876,-7.965527246306141
-6.172403560569176,-7.321169209514485,-7.5225419722000115,-7.751517731134417,-8.200920257644166,-8.53628896773708,-8.898459689704978,-9.212182692972746,-9.43751632562683,-9.77858577067471,-9.980101786948454,-10.126569346783542,-10.27989893012219,-10.239118815804215,-10.270285660005309,-10.365478666615376,-10.394863392129619,-10.429178034983897,-10.448988343333225,-10.485386080398072,-10.644745734398999,-10.800555391255502,-11.02045919605148,-11.353427744759513,-11.599134718853215
-3.9244960721545152,-4.760463280439736,-5.324206659359671,-5.983772601636143,-5.908676968759066,-6.260075770674234,-7.057894964791087,-7.079513269571572,-6.823500540123259,-7.397071815078728,-7.6244989703732085,-7.787449573192934,-8.148703506518325,-7.953404960478286,-7.670750621014306,-7.306068561036023,-7.74188468140952,-7.6279632732864044,-7.88268160572709,-8.277763798321796,-8.621062100067379,-8.089446599970088,-8.156133870772848,-8.83304780487304,-8.78774362658404
-3.4443910326083618,-4.446523232043897,-4.89989638186831,-5.308329271513541,-5.475128655253504,-5.6899452040036875,-6.174073826590789,-6.0236438393462945,-6.728821714547001,-6.3918822485380264,-6.422764447908921,-7.202423748296726,-7.039354103240985,-7.261500531447768,-6.344993068888234,-6.62832121944732,-5.846353738487777,-6.027340980922638,-6.376099765261725,-6.86190178940527,-6.367074608155812,-6.9472191081072046,-7.190492502323077,-8.619261363466665,-8.569842452677829
-6.250423776511676,-7.082724818676267,-7.449549120457133,-7.96796157317524,-8.461503823523632,-8.816378692050975,-9.01979255316836,-9.285324606453841,-9.678654209425371,-9.878691127012067,-10.06887635354587,-10.378004303581626,-10.508320160780265,-10.326154670579815,-10.336656751142877,-10.365237897529706,-10.450348510681701,-10.445274751989642,-10.445911716872022,-10.434856405903206,-10.505363570899286,-10.74649294237174,-11.076337374060088,-11.605773274760871,-11.817185396290501
-3.399808233256311,-4.508149103749597,-5.18453669014077,-5.568212642672253,-5.861943849441627,-6.173310837647269,-6.34303329679822,-6.51970851953537,-6.665309310521163,-6.823042700932957,-6.955753997461072,-7.463488363593066,-7.347526738441166,-7.294912315360118,-7.33208022932215,-7.219932407541459,-6.110349680323224,-7.553206055602257,-8.129938092103876,-7.9606660505293165,-8.126977954582632,-8.306520625746328,-8.900370640531287,-8.88136516369405,-9.127025759409218
