0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
-3.790868985133577,-5.013951506812983,-5.359245407686478,-5.582261257567579,-5.79817199219379,-5.989707100528829,-6.175135521667637,-6.292307009961516,-6.381705413334003,-6.684188956256776,-6.833198429789463,-6.898140077374536,-6.887827655587067,-6.799973673938042,-6.631822599630567,-6.687536590160532,-6.87095060540366,-7.132208701024156,-7.236567115906703,-7.323397968979755,-7.418575483940642,-7.474563895683232,-7.495634493502568,-8.617977078847517,-8.548447352107452,-7.545813751752786,-7.534455299589913,-7.5766136298107325,-7.593255412934251,-7.629838279262411,-7.629276731575621,-7.592029604545942,-7.6427000262685025,-7.6340308205686265,-7.706924714740869,-7.672531396123658,-7.634230339805355,-7.690157193158066,-7.738261430355316,-7.721739253858089,-7.683171714189799,-7.793608027002546,-7.921716075194177,-8.068142303649447,-8.349066299149975,-8.578484610665265,-8.82837472368393,-10.047429636444075,-10.243243015592062,-9.466223451287687
-5.88729438977472,-7.190625597167061,-7.856321537372836,-7.837567937287638,-8.129610969564306,-8.384178906260784,-8.562239970584258,-8.771015037253033,-8.980038481397479,-9.238516826059033,-9.467956987193935,-9.26953251832512,-9.326746669007813,-9.997728979988649,-9.791098358630927,-9.655846947124099,-10.185148143281538,-10.02222025226779,-9.935190008130053,-10.148200406214109,-10.296024461651825,-10.490889005266213,-10.225407414811512,-10.421375875185136,-10.69714283781228,-10.782452171434693,-10.665742876361685,-10.009748862038238,-10.167538236559949,-10.886600455710719,-10.811503176222063,-10.11680946838184,-10.467035289431301,-11.067923986681418,-10.386697505463054,-10.368167692202391,-11.135690779442784,-10.859237018899359,-10.300053667873412,-10.64216256210127,-11.471556387312388,-10.389096351403955,-10.36720757755777,-11.19245607881084,-11.452463354320669,-10.614234190805883,-10.456929409116821,-10.726973637236489,-10.830469394679149,-11.127868326990473
-4.555304323409086,-4.982711621283733,-5.131384860351529,-5.241608502709406,-5.376365026482492,-5.661417920076158,-6.028956425527383,-6.386974274017283,-6.935058547862239,-7.173100149882975,-7.136668885220384,-6.9714873417121614,-6.752103486432328,-6.881476013006156,-6.990471873736397,-6.998535762859462,-7.519290699716477,-7.6047251096245985,-7.675280038225575,-7.803938341306528,-7.39960284992979,-7.541160148629769,-7.523344231211792,-8.181829706077552,-8.173942425382199,-7.804619334194871,-7.8978540711621585,-8.098249507909726,-7.764908737518931,-7.977591591146491,-7.99271657827876,-7.813319511448222,-8.130083897396053,-8.39162499321123,-8.287263810091359,-8.306695610867553,-8.353181203486873,-8.502406184307533,-8.31274404887469,-8.132821573260077,-8.420901320500617,-8.435461763384412,-8.59742775769085,-9.136929345295515,-9.039273635879187,-9.512577219340722,-9.787453652137852,-10.863783403293345,-10.96935105522089,-10.027642474881684
-5.275983906057312,-6.8114609024519694,-7.217996288380414,-7.05060796265441,-7.234044254571704,-7.814352909130174,-7.9022220087705,-8.107995122773906,-8.32886284964673,-8.546709096180033,-8.676347792849656,-8.765476430841442,-8.939231144769495,-9.111227033306317,-9.261610312116415,-9.335420107524287,-9.48609259393823,-9.536505315474418,-9.72491897635286,-9.69746839677561,-9.838944379082982,-9.843335639680154,-9.889903890591798,-10.115953290563315,-10.10876069227517,-9.971844945415125,-10.020172530384372,-10.22588778326025,-10.119543741831665,-10.221484162061545,-10.285307019546423,-10.300799042671121,-10.14418383837112,-10.374030792828778,-10.274075766495626,-10.458082671619724,-10.284310727270656,-10.433477738162097,-10.210658911079092,-10.391090890647947,-10.338116730391496,-10.462353263012421,-10.374956292936671,-10.58584048670171,-10.556456912459796,-10.708662265644598,-10.745437023852968,-10.662249456301844,-10.769170011853955,-10.753819460972421
-2.598116796262293,-3.8554007945648348,-4.342457083174468,-4.412237991491747,-5.007135902714874,-5.365260940917696,-5.785742470883075,-6.396859374448818,-6.29028479735962,-6.681186822003695,-6.228764887950276,-6.732194677899074,-7.020464053973875,-6.762952375208548,-6.796253285893914,-6.895331246134438,-7.189183177292829,-6.832619286709918,-6.988281965812829,-7.4816539198300935,-7.462379649189874,-7.096046447092697,-7.46586876293131,-7.414702016103103,-7.554253681406951,-7.5727717826061784,-7.545119181466685,-7.593270176344313,-7.386276064401953,-7.4861102374747714,-7.845108029167205,-7.565068479470508,-6.345101780594647,-6.012869558297146,-7.704197141182367,-7.913479945319656,-7.883353520508185,-7.94353659362735,-8.202171353737917,-7.998320873956405,-7.988401954029549,-7.805050006692138,-8.209651511730966,-8.05189325198271,-8.000246228966624,-8.066442564862916,-8.48663342205209,-7.931577623791659,-7.955250990227303,-7.975902312539584
-5.5839989391294536,-6.755095515781327,-7.275546141116357,-7.366349335500981,-7.453791105662599,-7.590625354596285,-7.689709964971402,-7.81272542189779,-8.07710728064546,-8.323531166905019,-8.414902071655074,-8.656497350264893,-8.810592450842414,-8.985473848578586,-9.170798182818826,-9.253165411765947,-9.372983334883452,-9.501422782479496,-9.745913659597372,-9.810940676790127,-10.046682298093497,-9.914167688532972,-9.990266600870923,-10.261548765065939,-10.342960480813357,-10.217449627495983,-10.190193332060788,-10.287569294851098,-10.321925107693966,-10.219147566177705,-10.445505864363044,-10.286228431952635,-10.38638977167576,-10.403254744423737,-10.47675994839727,-10.382058081894924,-10.493013800158291,-10.40539031812782,-10.453682343694954,-10.516782013832225,-10.61515441955703,-10.674049754922114,-10.740212703369739,-10.860312227802567,-11.00749523306561,-11.033297295319038,-11.131986869237744,-11.57271870886845,-11.492755605291967,-11.705513832414459
-3.911037360582243,-3.9379547837267874,-4.604418303492708,-4.916508257386764,-5.2268383512308825,-5.421574967488461,-5.3632542947683035,-6.604290908503983,-6.076470899819301,-5.74088303769883,-5.805560194398538,-6.7145913469499305,-7.3813414330207765,-6.734448496561398,-7.227369772618213,-6.931656766524933,-6.845796557914767,-6.8012045223317505,-7.450423613535759,-7.343720016621695,-8.288788201842022,-6.960209738904395,-7.291431557418422,-8.283467588967444,-8.01602154287012,-8.281385470166525,-7.891011262409731,-8.015798658546842,-7.86377975245635,-7.477721489572264,-7.455643214961641,-7.156493907110407,-7.661536705033193,-7.822232657785847,-7.630850639410075,-7.625075907162731,-7.816399880804859,-7.94896333064932,-7.864336500078201,-8.691191096565392,-8.676441312851633,-8.565682887283124,-8.06997299792692,-8.108920202013257,-8.141225781859132,-8.171041959686567,-8.370545033527259,-9.295550576218817,-9.212513078696212,-8.36002438660998
-2.8620312245320387,-4.025168341206217,-4.350866340605072,-4.541920186277726,-4.720363905264877,-5.078940998480973,-5.281349424192179,-5.335235804032401,-5.37550210073448,-5.574484485439595,-5.716489354068819,-5.6634731847811235,-6.318470367802788,-6.030069667284255,-6.066649840172102,-5.980754702653166,-6.8635796453749105,-6.5944299737485155,-5.940585443577718,-6.841952703484856,-6.232399493987282,-6.612612105760121,-6.899165647789755,-7.504857777878407,-7.216478099477816,-6.86271142221132,-7.1157008820215175,-7.406903986174489,-6.6934111886788,-5.9975217374666645,-6.563637356279237,-6.692829311248095,-5.948164718079998,-5.744819419166185,-6.040648843105429,-6.0140692814088235,-6.0740095628046475,-6.677369070429519,-6.678435488099993,-7.044869540978738,-6.219569425659853,-6.514178961351512,-7.067390889039307,-6.827373880927637,-7.089980563352147,-7.290731311025064,-7.887704136384027,-9.348830663301793,-8.725214477574431,-8.414470427781229
-5.512251395245309,-6.9823404596317165,-7.030908728854753,-7.134101789092513,-7.161016698905545,-7.735636351995573,-7.952669221411862,-7.983124328737233,-8.403253499437216,-8.519260500795754,-8.793878751769876,-8.838687954872062,-8.952188028090605,-9.086824158542068,-9.187410850955276,-9.382408584363437,-9.636218810426584,-9.720729986398743,-9.819205321420013,-9.937672815607579,-10.050948076469766,-10.086652696070479,-10.175000651294596,-10.579287585934022,-10.717033915779298,-10.301375166416815,-10.288624001293385,-10.363367283346863,-10.407334857006594,-10.266577612278006,-10.301300312096643,-10.42863363901842,-10.452822442708271,-10.44789554418078,-10.4187335089856,-10.47159106920551,-10.4958999547098,-10.396347108168461,-10.374467127772958,-10.494733910489977,-10.464765852679916,-10.545617240659173,-10.645409269746793,-10.846719973703252,-11.093238517400591,-11.059579460747896,-11.303702221727175,-11.905284403616312,-12.084077105752543,-11.550293686828459
-2.7470213509628914,-4.052595115549731,-4.013086074763257,-5.003212132735936,-4.715525236028305,-5.653548144253235,-5.118308977007767,-6.01811630833674,-5.456578589040305,-6.26730910984295,-5.8411076308573175,-6.505514044437221,-6.1299193149183715,-6.5561472786780675,-6.470288522367087,-6.5691285167036515,-6.728604283307203,-6.602014337735123,-6.983801877673941,-6.662283524191973,-7.155001970855901,-6.756506024066241,-7.263732338608462,-7.6632443885776675,-7.6382971851794235,-7.05675629170291,-7.435121458093531,-7.154703172626703,-7.327163311773278,-7.336997146871024,-7.205714447256593,-7.234150367826326,-6.071792589979668,-6.1489067706667795,-7.223198990453121,-7.883213120751393,-8.331845951692088,-7.928030232515662,-7.765073682151416,-8.156258418907218,-8.043904652185336,-8.210051256979927,-7.97776242051461,-8.635278830978047,-8.567371574025026,-9.23336970703755,-8.629404777002241,-9.133325550385853,-9.292903755849894,-8.959753830225347
