0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
-3.5855549820909847,-4.1142439495475225,-4.749458934316775,-5.013663772456721,-5.2412725463390215,-5.460070907707018,-5.712151132560078,-5.829708108157444,-5.926584116706721,-5.999388486722364,-5.990121162802728,-6.516383027879993,-6.604144463568227,-6.119533553584673,-6.1954408077878105,-6.309485727415004,-6.294481879371483,-6.41978495019182,-6.433113425540176,-6.441783901234874,-6.5389922186525355,-6.828489758479861,-7.299978605667038,-8.167288809535235,-8.645397035922128
-3.7965776283470003,-5.146508436916105,-5.769991582559827,-6.074439142565193,-6.61603156647926,-7.05504691367709,-7.392128756154857,-7.651837729831282,-7.879587974124027,-8.023776625463961,-8.169440074081932,-8.488199726907713,-8.612269182487935,-8.43506297530632,-8.511487289848198,-8.601876057815115,-8.696766702897376,-8.781696907094917,-8.872565194464034,-8.95816423342677,-9.039883308222642,-9.108097483444444,-9.189614048683898,-9.453775426770894,-9.510219255173013
-3.84271120188237,-5.199981677075773,-5.6977374029441235,-6.0974231113386415,-6.539337374246861,-6.864992566773453,-7.210413143102248,-7.430028357815673,-7.689150696228783,-7.867570099403872,-8.03458967603279,-8.37977038253579,-8.434423380318181,-8.187983695051082,-8.361753961199799,-8.332821628112066,-8.489117300621333,-8.603428859981971,-8.721367027296099,-8.673666581889876,-8.839271939590306,-8.879413916628216,-9.024843752230598,-9.218429432645296,-9.37550156074582
-4.006175935480154,-5.525274349597822,-6.01389612115094,-6.631904462421306,-7.03854483384439,-7.279819660582869,-7.572000930354697,-7.845494342031525,-8.055116679892183,-8.259426845805763,-8.433415597735346,-8.925013393915634,-9.035284445763441,-8.82463571231033,-8.937681522568969,-9.016357490518482,-9.112410231923622,-9.18571886391305,-9.308274212792824,-9.390911523955308,-9.521591013164661,-9.556777579199533,-9.685074162543794,-9.951071483655353,-10.038065913657782
-4.154152404902203,-5.448179639635129,-5.9343963381908615,-6.113834143491574,-6.572455817173292,-7.10666777315792,-7.402685486471046,-7.635831287946003,-7.765290380116737,-7.759954429920995,-7.661055602589801,-7.818987683451344,-7.844199281425749,-7.872005698471386,-8.083926858061654,-8.146786051759964,-8.277200627881733,-8.316704135932467,-8.437457996965115,-8.4931874565193,-8.630747560934571,-8.576244787947505,-8.669334508718972,-8.809283507488459,-8.868992455998448
-3.4028627174756787,-4.735003043624268,-5.190450754411164,-5.3603505638373266,-5.4054767269108925,-5.305209233149825,-5.345279067443669,-5.280849271508174,-5.204986213146849,-5.274595028444361,-5.162725200009848,-5.920811178573838,-6.04941926517178,-5.337154425107411,-5.550687540810898,-5.630744348823664,-5.991287394020483,-5.9499401144116275,-6.150336818685471,-6.195494942262439,-6.4256301425879645,-6.516206158073962,-6.680448914524109,-7.3138549475582835,-7.496662864695798
-4.1085082070690415,-5.4048399335649915,-6.000656308122462,-6.252264505385607,-6.769568844258156,-7.196852535433368,-7.557758485354888,-7.776021258577612,-7.990072907829395,-8.086658076582118,-8.166931980956173,-8.497648564882207,-8.63342761230296,-8.338699445184082,-8.412108394547655,-8.555297695681174,-8.528682466290272,-8.518501875170521,-8.652110258161175,-8.716939815334662,-8.868316808642389,-8.860528689524148,-8.887811735062941,-9.360096789556597,-9.33240179399516
-4.404155180537473,-5.448561176674228,-6.0808125755932645,-6.473697342755839,-6.923144587855272,-7.3046902362773904,-7.531921487896831,-7.731914667100951,-7.813005490339499,-7.911135534172816,-8.02034902556876,-8.341207764281696,-8.342830572019931,-8.196477646365706,-8.270183970355767,-8.32276009893038,-8.394716609512573,-8.492302039008248,-8.586290356392654,-8.677492294438196,-8.71580506973964,-8.86359414905496,-8.913713023941238,-9.421147220841954,-9.458006437327795
-3.552550788233644,-4.944671215435449,-5.387856089437244,-5.443773864793183,-5.48362795957397,-5.576838315484457,-5.647399575913605,-5.628204858045618,-5.668970372395024,-5.689882006044915,-5.7474173860104845,-6.028299966030458,-6.148895297841797,-5.927699129459087,-6.0087639807467825,-6.134856028627667,-6.225993745015171,-6.328666730633886,-6.420595406011107,-6.564099295934791,-6.624278596673225,-6.751229981628933,-6.8773172661957185,-7.20537548641341,-7.2437888851637435
-3.6153294800943896,-4.966492179060996,-5.602041740949583,-5.802930177297817,-6.261169390716115,-6.736798848304869,-6.992212308373378,-7.1659972856119145,-7.335772450750703,-7.381917701741803,-7.483361831907516,-7.854743346348827,-7.900109218784259,-7.65029181915987,-7.7153509104419475,-7.7775060391359325,-7.85926982503593,-7.946266009697832,-8.030473356047223,-8.13256833002046,-8.215110584951528,-8.277379730716612,-8.340019448177038,-8.707089391865521,-8.754315015669643
-3.804640148855037,-5.254324291159436,-5.924752856473494,-6.484386731876997,-6.850519438582865,-7.112004675615216,-7.308023961743612,-7.385093208782992,-7.454689261903103,-7.4450262685188475,-7.484610254989562,-7.8891427037434845,-7.929089503783766,-7.692180856040664,-7.650045465381146,-7.841053176317163,-7.806769710784017,-7.8565255458022145,-8.005463338674165,-7.984085222917444,-7.990659605904499,-8.053593717382254,-8.20241815264024,-8.572266125583093,-8.575512717732945
-3.839752355292072,-5.012968405408411,-5.64691440598228,-5.95141978935443,-6.480270377558715,-6.906098750396372,-7.229941511881061,-7.502052985633285,-7.652760571431866,-7.724352640188244,-7.863095199354217,-8.230760593004579,-8.322900576628331,-8.05825345425999,-8.078127449800403,-8.167708794398028,-8.318205519392333,-8.389345334358515,-8.42721696158439,-8.526849881713742,-8.551759253974415,-8.685285819128493,-8.697757405219372,-9.048570740527815,-9.1199886697034
-4.261605366529508,-5.260526771574135,-5.906970795874226,-6.2070917064223154,-6.688860422328216,-7.0024668076418175,-7.2463676954486616,-7.316479591267395,-7.2653985847545846,-7.294257767598668,-7.370801850820443,-7.858093925616438,-7.980774962582388,-7.48238799806288,-7.501042643066803,-7.560233273862125,-7.656689380800247,-7.64352379255104,-7.745025445578043,-7.79290505810043,-7.839086459439495,-8.002217930948092,-8.018770588118603,-8.542407843601827,-8.505847784993755
-3.413607186453895,-4.812994347594241,-5.497683572757463,-5.718217157581036,-5.782869559409604,-5.834758330375494,-5.864255362424418,-5.925255256696523,-5.952221511207179,-5.993649415901399,-5.970831060160614,-6.327246906254962,-6.421175497609597,-6.173198425747493,-6.320676649087147,-6.3993389133147165,-6.509128315235093,-6.555524561912241,-6.649937991208778,-6.791618649144184,-6.8746025032957405,-6.9839016417528885,-7.072766073855007,-7.4485035880738435,-7.4761776652207494
-3.04209733197587,-4.56656275768774,-5.145609809329145,-5.302873110524912,-5.315824048802013,-5.3080019685597115,-5.380009523551246,-5.367541829544554,-5.35498796709238,-5.399762856543378,-5.327358684573819,-5.8216207358637595,-5.922166665622093,-5.598166163280817,-5.610525214531083,-5.681195868821377,-5.884476340898129,-5.949788525761494,-6.0886533838521455,-6.040855182228189,-6.42369285184839,-6.502455010866941,-6.440589687894416,-6.997036377012136,-7.051133611904729
-2.9588111685285248,-4.328920479972931,-5.062579520515222,-5.219206982972751,-5.213169347857949,-5.171598898976469,-5.176935251686771,-5.280788968096564,-5.286282722229532,-5.2679172640197205,-5.320186140049939,-5.800533135001622,-5.822479586819186,-5.425592523399463,-5.5728184833284615,-5.668480090343954,-5.7304505427498444,-5.8528194057204015,-5.957941179683434,-6.084634663905951,-6.176671122764048,-6.247746223553627,-6.312991226785502,-6.899241844098348,-6.925919520024259
-0.3804883544002351,-1.4152119174622988,-2.0029580321229132,-2.2445282481875166,-2.6136210238729713,-2.904608127865026,-3.225979685830076,-3.442588241889798,-3.5726037889693636,-3.7567175290231796,-3.7315923727395055,-3.614184019393911,-3.665075120885887,-3.9834836327244036,-4.3485325486849264,-4.515893242492666,-4.701204856539092,-4.7813071167038474,-4.896573209244479,-5.082996879254897,-5.18461173459707,-5.262228200192119,-5.229943710647972,-5.364956372029826,-5.210695642849515
-4.081654886870864,-5.129620558276142,-5.561376129877499,-5.644784565813224,-5.507563718615187,-5.497555293475551,-5.5863452439562815,-5.634526634241619,-5.665628416943405,-5.650049663071301,-5.583330727265468,-6.205191184616231,-6.22059184006725,-5.869249611312264,-5.919056108293636,-5.915068588862324,-6.097537674054704,-6.161585331323331,-6.188527884520927,-6.3666218723765855,-6.440897338590604,-6.453595410679439,-6.649796925817702,-7.117228526094184,-7.217643133956187
-3.8626619979945285,-4.902078928759169,-5.307033052925004,-5.982048730985352,-6.284614428006102,-6.285052869096839,-6.52820420198506,-6.442501532890065,-6.479032527924559,-6.585169823791813,-6.734425557112305,-7.134870202131592,-7.259989550312322,-6.925720238397584,-7.001682169574266,-7.141394628598879,-7.271465776802865,-7.539755112608565,-7.600146425102609,-7.688633642153808,-7.8956567028257565,-8.08640625798086,-8.248654343532808,-8.542390118401888,-8.755357340928361
-4.234808307484085,-5.372818970630299,-5.795693495209619,-5.988928833362646,-5.934206127636987,-5.998164674456011,-6.427285192391913,-6.977543694750576,-7.357765295307818,-7.598145320276169,-7.790936073110928,-8.303937923150137,-8.411349763671023,-8.26914569918355,-8.440411632334433,-8.545144164512555,-8.583065359794475,-8.767243266088204,-8.898463200975776,-9.02485631580845,-9.075270136260604,-9.268754036472957,-9.340204969280238,-9.687950254177391,-9.74326324023772
-3.428180283763347,-4.396962094887287,-5.083522867137496,-5.476658491814116,-5.83824135785529,-6.194953884084243,-6.466072239733117,-6.657699050692358,-6.791112252893141,-6.83442233393534,-6.905713085277647,-7.244800137774896,-7.320948488896312,-7.1626573376016855,-7.2497760129744275,-7.331895134834915,-7.435553196569792,-7.544860498214768,-7.703253662492793,-7.778128681975469,-7.919561056493874,-8.018215416629484,-8.127798707295115,-8.427193620435295,-8.474033632120616
-3.5371693678276475,-4.2838672501052555,-4.828777776419456,-5.056985791965143,-5.3870500820755876,-5.753571835879971,-6.06128018323209,-6.194395411256039,-6.2558183291621585,-6.239162587541256,-6.227681426544618,-6.719985728197885,-6.760636756389756,-6.345287531927045,-6.330711926989236,-6.4141401231674955,-6.438063185546798,-6.301881681552228,-6.407768918172051,-6.461794049944325,-6.564675378550563,-6.859123994573976,-7.345127130061553,-8.218019832125359,-8.638544804228703
-1.629248605073718,-3.0979762209370274,-3.7356825464572685,-3.9065389970610007,-3.9436300641099016,-3.976162766818749,-3.9924360606357463,-4.048442321975588,-4.031871676500048,-4.085433720116581,-4.149283999778246,-4.7243534909447265,-4.876364989697466,-4.2910439279420975,-4.3906094694645,-4.494611191041296,-4.574858048517567,-4.709297193029652,-4.8081482758617105,-4.922362243316964,-5.069698672964145,-5.160203908367876,-5.2686205213129575,-5.882033985358267,-6.004558663863728
-2.9600680839959264,-3.854186160932971,-4.358862749412766,-4.674441900780375,-4.778114486435062,-4.75549425972974,-4.793792116720115,-4.827558856781155,-4.805601229499392,-4.807179626744627,-4.8287862446047605,-5.316389154178265,-5.374833189560643,-4.854961112536647,-4.881368775407608,-4.866139841668205,-4.862353107402636,-4.861919524013316,-4.86001425815982,-4.854311213502751,-4.916256426407197,-5.112953861408738,-5.5352091769086496,-6.449930326831226,-6.835839542853388
-1.778149485070599,-3.2332526794065175,-3.787337274149143,-4.1529004790446296,-4.3585716438606665,-4.554795977510292,-4.748424646104189,-4.984665188076749,-5.155416362276973,-5.290096588795437,-5.347650812604885,-5.841505935008959,-6.088482890722804,-5.737372593216069,-5.887107128721649,-5.942950240966728,-6.013512522222813,-6.0455222076522075,-6.193554580282889,-6.2483676031762165,-6.3174455107691605,-6.452023793659397,-6.605814499838968,-7.083697802586326,-7.065322260797227
-3.271906528214574,-4.248265044962328,-4.795261024744677,-5.239389438972559,-5.496506967404654,-5.638964268177295,-5.6435645146513975,-5.619420779982431,-5.63253603967031,-5.631130652889308,-5.632624709035435,-6.10523590476028,-6.191310127121067,-5.654418628404468,-5.660013949256842,-5.697186741159374,-5.700176456553845,-5.776406015610236,-5.75033930385408,-5.7578087951267225,-5.8924179553583595,-6.043983872408919,-6.510856494653779,-7.473558735604856,-7.8378736064017875
-2.8883179715063725,-4.127613071403221,-4.8086182152447945,-5.179093626110177,-5.150378436117729,-5.144538406815256,-5.41177475792607,-5.5642616862163905,-5.528554050806472,-5.454637249136703,-5.474642366714384,-6.024248370554393,-6.146962053330553,-5.636266548723856,-5.668931777180327,-5.708927068390992,-5.76818481255702,-5.807056102548214,-5.8553180044284305,-5.883066660633482,-5.979794601151855,-6.238394328319078,-6.687623500318518,-7.671089705826537,-8.168558506324432
-3.5881096999220143,-4.2731734105825,-4.950348622868236,-5.290605268869961,-5.6591200919289495,-5.812756413035738,-6.002415012680605,-6.084201210134229,-6.137836071263747,-6.151488323589683,-6.1775378150866995,-6.604207342432716,-6.711440990783044,-6.310808573357504,-6.332850317648517,-6.349073689178454,-6.392880166493659,-6.388725685320651,-6.42006486133059,-6.45448682697606,-6.507713545951317,-6.71362897240513,-7.0438184619259445,-7.8255825556277765,-8.078728908791888
-3.303957061975768,-4.371450650108418,-5.058203499150818,-5.497411014732082,-5.845360857139356,-6.030841788092501,-6.122880557587465,-6.214668926182933,-6.265300140780596,-6.307616905334333,-6.355993548644176,-6.844238521912796,-6.8167716475614375,-6.467299663367499,-6.498762752005467,-6.518859033802103,-6.517998557559231,-6.525125747193322,-6.561416056670532,-6.556948798122081,-6.632307459085381,-6.778412829648748,-7.1286174819099655,-7.739379138672273,-7.995676184254991
-3.3707041860965137,-3.991239727162143,-4.603789672171749,-4.923075952748924,-5.196093853859386,-5.426093987935411,-5.663746285247712,-5.767387052547549,-5.793381778871238,-5.7983306185093655,-5.829906958665473,-6.272005659050012,-6.332889129305385,-5.953317083828714,-5.976450268381041,-6.024406900847099,-6.053138864862878,-6.112305861547971,-6.143280094348471,-6.191193588880428,-6.29943238992024,-6.541732748784984,-7.013597568110246,-7.884026518311902,-8.360079657656541
-3.802816154286825,-4.238502950203929,-4.786981838212667,-5.103386371397381,-5.426480491403285,-5.672680462057538,-5.81109900192043,-5.924058152035479,-5.954811802823223,-5.994151025501442,-6.037057697178131,-6.557045452840357,-6.580219847001695,-6.143584603694936,-6.178992979767436,-6.203418804405453,-6.247877999292008,-6.2772499971790445,-6.317921709103147,-6.340040473326379,-6.405462049277467,-6.639358363169008,-6.984129594442548,-7.9292046563958944,-8.245916292756586
-1.7158778181481105,-3.2384074799092306,-3.6284911047434845,-4.048215291266305,-4.328547747044851,-4.394634195461707,-4.729633317153734,-4.909657902028472,-4.8107867255315675,-5.03477571345595,-5.107356586470437,-5.465812167117988,-5.667026426478044,-5.1685087228919615,-5.1951757636341105,-5.3663264011863365,-5.439066036753095,-5.418811033926818,-5.572312152361423,-5.576192664524696,-5.615080681400872,-5.779278323590519,-5.976065608004513,-6.392542084492371,-6.5024242976892515
-3.6503352078200773,-4.613751877462438,-4.82293637269358,-5.129177744733067,-5.1508066917818685,-5.2389749375412595,-5.564943611181943,-5.721991571178003,-5.807170843237871,-5.894160142386262,-5.9316766478394785,-6.467269804100119,-6.643080508750349,-6.065206675512739,-6.1156549161062586,-6.285059692409959,-6.380050141303583,-6.453392114875703,-6.552447758303799,-6.666861192797258,-6.735528655958162,-6.829919935435298,-6.907209879740686,-7.400223992819928,-7.438626417565954
-3.5383497124481837,-4.4682020540839025,-5.137274999835042,-5.51087644463723,-5.637616663079335,-5.706113383662812,-5.6672008852326465,-5.698395074370426,-5.738787158780642,-5.662821194368152,-5.670440527967006,-6.108671721264354,-6.172843188433928,-5.69995847529669,-5.706034254388784,-5.7602923441822655,-5.775158501213572,-5.821916935306503,-5.896314936123772,-5.862189678849663,-5.972139608086275,-6.199953487001892,-6.731271281776328,-7.666828073210933,-8.156192902784417
-5.238005418041559,-6.130253783377926,-6.6129531426157655,-6.537842866397383,-6.548084019869654,-6.66412771769723,-6.807953005779215,-6.481278911466237,-6.555004925153105,-6.666965054057944,-6.6041111824845,-6.970389609026627,-6.855054529086963,-6.827612515633356,-6.727139469889333,-6.7731242121951825,-6.962420435843414,-6.865431001215298,-7.034888475703146,-7.041854453896807,-7.244492203920552,-7.401595828290833,-7.970034411361878,-8.436483732018885,-8.93952754346973
-4.7751493864291685,-5.6502834894260765,-5.959329379973889,-6.403661939186113,-6.346537957030613,-6.343781086259777,-6.403175208601203,-6.398703172941844,-6.411646322140095,-6.4367014972629075,-6.5435501821372695,-6.77487067009923,-6.833752376180066,-6.592952752689096,-6.597497168417505,-6.728246620443946,-6.779750338625923,-6.881076557939578,-6.9118215098762885,-6.999521167373545,-7.025119960199442,-7.471589084547269,-7.8961893501781075,-8.63011041458509,-9.255090316425811
-5.013697177595001,-5.7362438003496266,-6.383101348959745,-6.77565469314738,-6.872242549220504,-6.908011368745754,-6.849778367072424,-6.910293911279475,-6.984447928176419,-6.986370727025385,-6.942445599441466,-7.454459998331023,-7.487973557597205,-7.140488262077235,-7.19846222247546,-7.2248309565906474,-7.319057206131352,-7.337980024018215,-7.533027011316735,-7.4561663259549045,-7.527687258207295,-7.9425897200419655,-8.303966406922646,-9.249274045124688,-9.82027621871153
-4.766298482909616,-5.257181423774885,-5.59504851509259,-5.939525693889345,-5.836148380397389,-5.891341113388215,-5.970382152707377,-5.953174544594786,-5.89984207959393,-5.912306288291264,-5.969594429336572,-6.282266225694887,-6.402214246876021,-6.117184689118805,-6.149890846827666,-6.153183915417639,-6.243021393637951,-6.3540895340162855,-6.317671909284651,-6.328347603253402,-6.508732814787614,-6.793982303628714,-7.2872032162166045,-8.233964344412355,-8.651858178650889
-3.874617252855833,-4.694394128958844,-5.305544057914028,-5.685276392822168,-5.794322571619988,-5.837189830219023,-5.852525121726742,-5.782193431038675,-5.793398894426379,-5.784702713847942,-5.810821248458957,-6.212428874690725,-6.275987810988903,-5.8706206355125925,-5.827368255010651,-5.930346584496107,-5.965518036421335,-6.011396116230496,-6.073078176930073,-6.013403438894008,-6.134082743325472,-6.4395518296884,-6.899798034575831,-7.8594216845072875,-8.33868833843095
